ID,earnings,sex,age,mrd,educ,cworker,region,race,height,weight,occupation
6848,84054.75,1,58,1,12,1,2,1,73,230,12
6849,33712.96875,0,48,1,9,4,2,1,66,140,8
6850,14021.39453,1,33,1,7,1,3,3,65,145,13
6851,84054.75,1,53,1,15,2,3,1,69,240,1
6852,84054.75,0,31,1,15,1,1,1,64,110,2
6853,16081.58789,0,65,4,16,4,4,3,65,110,1
6854,84054.75,1,39,1,16,4,4,1,72,220,7
6855,44152.16016,1,40,5,13,6,2,1,74,215,9
6856,23362.87305,1,40,4,10,1,2,1,73,175,15
6857,23362.87305,1,27,1,18,6,3,1,70,200,9
6858,49430.10938,1,57,1,15,5,3,1,67,240,5
6859,23362.87305,0,26,1,12,1,3,1,69,149,5
6860,84054.75,1,29,6,18,1,3,1,69,215,1
6861,44152.16016,1,45,1,12,1,4,1,72,300,3
6862,9857.505859,0,56,4,12,1,3,2,66,200,14
6863,44152.16016,0,39,1,12,1,2,1,69,210,5
6864,28560.38672,1,47,1,12,1,1,2,64,158,12
6865,33712.96875,1,42,1,12,1,3,3,66,165,15
6866,84054.75,0,48,1,13,3,2,1,63,165,3
6867,16081.58789,0,52,1,5,4,3,1,63,160,8
6868,49430.10938,1,36,1,18,4,3,1,70,170,7
6869,49430.10938,1,52,1,10,1,3,1,67,196,13
6870,84054.75,1,36,5,16,1,3,1,71,170,3
6871,23362.87305,1,30,1,11,1,1,1,69,180,14
6872,33712.96875,1,32,4,12,1,3,1,72,195,10
6873,44152.16016,1,27,6,12,4,3,2,72,205,15
6874,10865.42871,1,36,1,13,1,2,1,71,165,11
6875,44152.16016,1,43,6,15,1,1,1,75,230,1
6876,33712.96875,1,41,1,15,1,1,1,70,190,4
6877,28560.38672,0,59,4,12,2,4,2,62,210,8
6878,84054.75,0,41,1,16,1,1,2,65,135,1
6879,84054.75,0,46,1,13,1,1,1,59,114,4
6880,84054.75,0,45,1,16,1,2,1,69,160,1
6881,28560.38672,1,35,1,12,6,3,1,68,189,9
6882,16081.58789,0,58,4,9,1,3,1,65,185,8
6883,44152.16016,1,51,1,13,4,4,1,66,135,5
6884,84054.75,1,45,1,18,1,4,2,69,210,2
6885,44152.16016,0,35,1,15,1,2,1,62,135,5
6886,84054.75,0,47,1,11,1,3,2,64,170,13
6887,84054.75,0,46,1,16,3,3,4,60,120,1
6888,23362.87305,0,32,6,12,1,2,1,65,110,2
6889,84054.75,0,35,1,12,1,1,1,65,120,5
6890,49430.10938,0,28,1,12,1,2,1,65,175,12
6891,84054.75,0,59,1,16,1,3,1,63,125,1
6892,14021.39453,0,28,4,13,3,3,2,64,169,5
6893,84054.75,1,32,1,17,1,1,1,70,170,2
6894,28560.38672,1,28,6,16,1,1,1,73,185,3
6895,84054.75,0,32,1,14,1,3,1,68,140,5
6896,84054.75,1,56,1,18,1,1,1,69,138,2
6897,23362.87305,1,49,5,12,1,4,4,68,150,8
6898,84054.75,1,45,1,14,6,4,3,72,210,11
6899,84054.75,0,41,1,16,4,2,1,66,160,2
6900,23362.87305,0,43,4,14,1,3,2,68,260,4
6901,23362.87305,0,26,1,12,4,3,1,67,182,8
6902,33712.96875,1,41,1,16,1,1,1,72,175,2
6903,44152.16016,1,48,1,13,1,2,1,73,185,9
6904,23362.87305,0,28,6,12,3,2,4,65,185,8
6905,23362.87305,1,35,1,12,1,1,1,70,150,10
6906,84054.75,0,63,1,12,1,1,1,64,158,2
6907,28560.38672,1,39,4,14,4,4,3,66,135,3
6908,84054.75,0,32,1,12,4,4,3,59,105,5
6909,33712.96875,1,36,1,10,1,3,1,68,240,5
6910,33712.96875,0,51,4,14,1,4,1,66,147,5
6911,38925.33594,0,26,1,14,1,1,1,66,145,5
6912,84054.75,1,52,1,14,1,2,1,69,179,4
6913,49430.10938,1,49,1,12,1,2,1,72,168,4
6914,84054.75,1,33,6,16,1,3,1,68,175,1
6915,15081.97559,0,41,1,10,1,3,1,62,110,8
6916,23362.87305,1,25,6,17,1,1,1,69,185,5
6917,84054.75,1,52,1,12,5,3,1,70,155,1
6918,84054.75,0,40,1,17,4,4,3,63,125,2
6919,84054.75,1,48,1,16,4,4,3,69,160,1
6920,5675.895508,0,35,6,9,1,1,2,62,155,8
6921,38925.33594,1,35,1,15,1,2,2,72,220,5
6922,33712.96875,1,46,6,13,1,4,1,72,178,5
6923,28560.38672,0,39,4,12,1,4,3,60,118,5
6924,44152.16016,1,50,1,12,2,4,2,70,190,5
6925,23362.87305,0,32,6,12,1,3,1,69,145,8
6926,84054.75,0,38,1,18,1,4,1,68,165,2
6927,28560.38672,1,35,1,12,1,1,1,73,150,8
6928,84054.75,1,36,1,12,1,2,1,69,202,11
6929,84054.75,1,54,1,12,1,4,3,69,200,1
6930,44152.16016,1,49,1,11,1,2,1,71,202,14
6931,38925.33594,1,43,1,12,1,2,1,74,230,10
6932,84054.75,1,62,1,18,5,3,1,71,170,2
6933,84054.75,0,31,1,16,1,1,1,66,152,1
6934,38925.33594,1,37,1,12,6,3,3,70,165,9
6935,23362.87305,0,31,2,12,1,3,2,63,135,5
6936,44152.16016,1,56,1,13,1,1,1,69,175,11
6937,20305.50977,0,35,1,12,1,3,1,65,140,8
6938,38925.33594,0,54,4,18,3,3,1,67,200,2
6939,20305.50977,1,32,4,13,1,3,1,72,252,4
6940,49430.10938,0,32,1,12,2,2,1,63,125,5
6941,12954.76563,1,60,2,12,1,3,3,66,150,9
6942,84054.75,1,47,1,12,1,2,1,70,175,14
6943,49430.10938,1,36,1,12,1,1,1,66,213,15
6944,44152.16016,1,44,1,13,1,3,1,67,185,8
6945,19237.19531,1,38,6,13,1,1,1,73,230,3
6946,84054.75,0,54,1,16,1,2,1,65,115,1
6947,84054.75,1,48,1,16,4,3,1,73,205,7
6948,23362.87305,0,37,3,14,1,3,2,64,125,5
6949,84054.75,0,38,1,16,1,1,1,67,150,2
6950,16081.58789,0,35,6,12,4,3,2,62,195,2
6951,84054.75,0,47,1,12,1,2,4,65,150,5
6952,84054.75,1,43,1,18,1,4,1,68,172,2
6953,38925.33594,0,26,1,12,4,3,2,66,140,5
6954,18168.8418,0,32,6,10,1,3,1,62,125,1
6955,44152.16016,0,48,1,14,1,1,1,63,160,12
6956,11953.45508,0,52,4,5,6,3,1,61,160,9
6957,84054.75,1,57,2,16,1,4,1,73,177,1
6958,33712.96875,0,35,1,13,1,3,1,64,150,5
6959,20305.50977,0,34,6,11,1,3,3,61,110,8
6960,33712.96875,1,39,1,14,1,4,4,64,115,3
6961,49430.10938,0,29,1,15,1,2,1,65,116,3
6962,84054.75,0,43,1,16,2,2,1,66,160,1
6963,17171.26367,1,43,1,12,6,2,1,71,238,13
6964,28560.38672,0,26,1,12,1,2,1,67,130,14
6965,44152.16016,1,25,1,12,1,3,3,70,182,15
6966,23362.87305,1,27,1,16,1,2,1,72,225,2
6967,17171.26367,0,38,1,11,1,3,1,64,115,13
6968,84054.75,0,45,1,14,1,2,1,64,160,2
6969,84054.75,1,40,4,14,1,3,2,67,172,2
6970,28560.38672,0,45,4,11,1,1,2,68,175,15
6971,33712.96875,1,26,6,16,1,2,1,69,260,5
6972,33712.96875,1,25,6,12,1,2,1,67,150,13
6973,10865.42871,1,62,1,6,1,3,1,70,185,15
6974,84054.75,0,27,1,16,1,1,1,64,115,1
6975,84054.75,0,31,6,18,1,3,1,67,255,2
6976,38925.33594,0,33,1,12,1,1,1,68,150,5
6977,23362.87305,0,35,4,14,1,2,1,70,145,4
6978,84054.75,0,37,1,18,1,1,1,71,150,2
6979,44152.16016,0,33,6,16,1,1,1,70,200,1
6980,84054.75,0,57,1,12,1,2,1,65,190,4
6981,38925.33594,1,37,5,13,1,4,4,70,150,8
6982,6711.287598,1,36,6,18,6,3,1,70,145,4
6983,5675.895508,0,37,6,12,4,3,1,65,125,4
6984,28560.38672,1,25,1,12,1,1,2,72,155,11
6985,84054.75,0,51,1,18,4,4,1,68,145,2
6986,33712.96875,1,55,4,12,1,1,1,75,175,5
6987,16081.58789,1,36,1,12,1,1,1,69,155,13
6988,15081.97559,1,29,1,9,1,4,3,70,200,10
6989,84054.75,1,52,6,18,3,4,4,70,190,1
6990,23362.87305,0,41,4,12,4,4,1,66,501,5
6991,84054.75,1,40,1,14,1,3,1,68,180,10
6992,49430.10938,0,55,1,12,1,2,1,62,130,13
6993,23362.87305,0,48,1,12,1,1,1,61,160,8
6994,33712.96875,1,37,1,16,1,1,1,75,235,4
6995,44152.16016,0,57,1,12,1,4,4,58,115,5
6996,8826.651367,0,64,6,12,6,2,1,61,155,6
6997,28560.38672,0,60,1,12,6,3,1,63,170,5
6998,16081.58789,0,58,5,16,6,4,1,65,160,2
6999,28560.38672,0,39,1,12,1,2,1,62,250,9
7000,49430.10938,0,46,1,16,4,3,1,69,170,2
7001,28560.38672,0,37,1,16,3,1,1,61,120,1
7002,49430.10938,1,31,1,16,1,3,1,69,160,2
7003,23362.87305,0,62,4,12,1,1,1,64,140,8
7004,23362.87305,1,43,1,6,1,1,3,61,180,15
7005,33712.96875,1,51,1,12,1,4,4,68,175,14
7006,38925.33594,0,38,1,15,4,3,1,67,115,5
7007,23362.87305,0,31,5,12,2,3,2,63,115,3
7008,84054.75,1,41,1,14,2,4,2,69,170,5
7009,28560.38672,1,28,1,16,4,3,2,68,162,2
7010,84054.75,0,58,4,18,1,3,1,63,145,2
7011,28560.38672,0,27,1,13,1,3,1,64,124,5
7012,23362.87305,0,42,4,18,3,2,1,66,150,2
7013,84054.75,0,30,1,17,4,1,3,63,140,1
7014,44152.16016,1,31,1,12,2,4,1,70,145,5
7015,84054.75,1,54,1,12,1,3,1,70,180,10
7016,44152.16016,1,38,1,12,1,4,1,69,165,11
7017,20305.50977,1,25,1,13,1,4,1,74,175,4
7018,84054.75,1,35,6,16,3,2,1,68,175,1
7019,23362.87305,1,32,1,16,6,3,2,69,140,2
7020,23362.87305,1,56,1,8,1,2,1,74,210,14
7021,23362.87305,0,26,1,12,1,2,1,60,136,8
7022,20305.50977,1,37,1,12,4,3,3,63,195,14
7023,15081.97559,0,61,4,12,1,3,1,62,124,10
7024,84054.75,1,51,1,12,2,2,2,73,215,15
7025,44152.16016,0,45,1,12,2,2,1,66,165,5
7026,84054.75,0,42,1,13,1,3,1,62,118,1
7027,33712.96875,0,36,6,17,1,3,1,68,145,5
7028,23362.87305,1,39,1,12,1,3,1,78,240,10
7029,28560.38672,0,62,3,14,1,1,1,64,140,5
7030,15081.97559,0,31,4,12,1,4,1,64,130,5
7031,33712.96875,0,55,1,12,1,3,1,62,106,8
7032,84054.75,0,29,1,16,1,3,1,67,120,3
7033,84054.75,0,35,6,14,1,3,1,63,121,3
7034,44152.16016,0,41,4,12,6,3,1,64,125,4
7035,28560.38672,0,33,1,12,1,1,1,62,174,5
7036,84054.75,0,38,1,17,1,2,1,64,180,10
7037,15081.97559,0,59,1,16,4,2,1,60,140,2
7038,49430.10938,0,50,6,17,2,1,1,62,113,1
7039,84054.75,1,40,1,14,1,2,1,68,150,12
7040,28560.38672,0,48,6,12,6,2,1,60,150,8
7041,23362.87305,1,63,1,8,6,2,1,66,175,9
7042,18168.8418,1,64,1,6,1,4,1,71,165,13
7043,49430.10938,1,45,1,14,2,3,3,65,195,3
7044,84054.75,0,52,1,12,1,3,1,68,175,5
7045,20305.50977,1,42,1,12,1,4,4,62,140,1
7046,23362.87305,0,55,4,10,1,2,1,64,160,13
7047,84054.75,0,47,1,12,1,3,1,63,170,5
7048,84054.75,1,39,1,14,4,2,1,69,195,7
7049,84054.75,0,36,1,16,1,1,1,63,128,2
7050,33712.96875,1,33,1,14,1,2,1,72,175,1
7051,84054.75,1,41,1,15,1,4,1,68,225,3
7052,28560.38672,0,39,1,17,1,1,1,66,130,2
7053,38925.33594,1,30,6,16,2,3,2,72,185,1
7054,38925.33594,0,54,4,18,3,4,1,62,200,2
7055,23362.87305,0,42,6,12,3,1,2,64,128,5
7056,33712.96875,0,32,4,12,1,2,3,62,115,3
7057,49430.10938,1,57,1,12,1,3,1,69,195,10
7058,84054.75,0,29,1,16,4,1,1,63,98,2
7059,23362.87305,0,36,1,12,1,4,1,69,200,11
7060,23362.87305,1,32,1,17,1,4,4,68,210,8
7061,84054.75,0,32,1,12,3,4,4,62,501,1
7062,84054.75,1,44,1,16,1,1,3,68,175,12
7063,23362.87305,1,63,1,12,6,2,2,68,180,11
7064,33712.96875,1,49,1,6,1,1,1,71,142,5
7065,84054.75,0,35,1,18,3,4,1,66,160,2
7066,84054.75,1,28,6,16,1,1,2,72,205,4
7067,84054.75,1,43,1,12,1,3,1,70,220,14
7068,11953.45508,1,30,6,15,1,4,1,70,150,8
7069,84054.75,1,50,5,18,1,1,1,74,220,1
7070,38925.33594,0,43,4,16,1,2,1,62,130,2
7071,84054.75,1,36,1,13,4,4,1,71,170,10
7072,14021.39453,0,34,6,12,1,4,4,60,103,13
7073,23362.87305,1,45,4,14,1,3,1,69,150,11
7074,10865.42871,0,49,1,11,1,3,1,60,138,8
7075,44152.16016,0,41,1,12,1,2,1,62,150,4
7076,33712.96875,0,48,1,18,1,1,1,66,162,2
7077,84054.75,1,41,1,14,2,4,1,69,200,15
7078,38925.33594,0,47,1,14,3,1,1,65,130,2
7079,38925.33594,0,35,1,14,1,3,2,70,260,3
7080,18168.8418,0,53,4,12,3,3,2,68,160,8
7081,20305.50977,1,31,1,12,1,1,1,72,275,15
7082,19237.19531,0,30,1,12,1,2,1,65,172,8
7083,84054.75,0,26,1,11,2,4,1,69,170,8
7084,17171.26367,0,25,6,14,1,3,2,61,140,4
7085,10865.42871,0,42,4,9,1,2,1,64,140,8
7086,84054.75,1,28,1,16,1,2,1,72,209,4
7087,84054.75,0,43,1,17,4,2,1,65,150,2
7088,49430.10938,0,37,1,12,6,2,1,70,240,8
7089,84054.75,0,42,1,18,4,3,1,68,150,2
7090,38925.33594,0,62,1,14,1,4,1,67,156,5
7091,84054.75,0,41,1,13,1,3,1,61,140,5
7092,28560.38672,0,38,6,16,1,3,2,70,140,4
7093,23362.87305,0,55,2,12,1,3,3,64,140,8
7094,44152.16016,1,26,6,13,1,4,1,71,125,3
7095,84054.75,0,31,1,16,1,3,1,64,150,4
7096,49430.10938,0,35,4,12,1,4,1,65,125,1
7097,33712.96875,0,26,1,15,1,3,1,66,148,5
7098,84054.75,0,26,1,13,4,1,1,66,160,5
7099,44152.16016,0,43,1,12,1,2,1,60,99,3
7100,28560.38672,0,46,1,12,1,1,2,62,152,8
7101,33712.96875,0,35,1,12,1,2,1,64,130,4
7102,23362.87305,1,27,1,9,1,3,1,67,120,10
7103,44152.16016,0,32,1,12,3,4,1,63,150,8
7104,20305.50977,0,33,1,10,1,4,3,61,124,4
7105,28560.38672,0,51,4,12,1,1,1,66,132,4
7106,49430.10938,0,42,1,16,4,2,1,68,155,5
7107,49430.10938,0,34,1,12,1,3,2,67,200,8
7108,38925.33594,1,50,1,12,2,1,1,68,180,5
7109,84054.75,1,42,4,16,2,1,1,73,175,1
7110,44152.16016,0,39,1,12,1,3,1,64,130,5
7111,38925.33594,1,42,4,16,1,2,1,71,162,2
7112,23362.87305,0,60,1,12,1,3,1,60,130,8
7113,15081.97559,1,59,1,12,6,2,1,71,170,8
7114,84054.75,1,26,1,16,4,4,1,70,180,2
7115,84054.75,1,41,1,14,1,1,1,69,172,9
7116,20305.50977,0,51,4,12,1,2,1,68,180,4
7117,84054.75,1,50,1,14,1,2,1,75,240,13
7118,84054.75,0,32,1,14,1,3,1,64,140,5
7119,49430.10938,1,39,1,11,1,4,1,71,250,14
7120,20305.50977,0,25,1,12,1,2,1,66,140,5
7121,23362.87305,0,56,4,12,1,1,2,65,250,3
7122,23362.87305,0,62,5,12,4,3,2,68,169,8
7123,23362.87305,1,31,1,12,1,2,1,72,223,13
7124,84054.75,1,40,1,18,1,4,1,71,178,3
7125,6711.287598,0,28,4,14,1,2,1,66,152,8
7126,23362.87305,1,40,2,14,1,2,1,71,170,5
7127,84054.75,1,38,1,12,3,1,1,72,185,7
7128,33712.96875,0,33,1,12,1,2,1,64,140,8
7129,23362.87305,1,33,4,13,4,2,1,71,175,8
7130,49430.10938,1,47,1,13,5,3,1,70,160,14
7131,49430.10938,1,44,4,16,3,3,1,74,210,2
7132,28560.38672,1,43,1,12,5,2,1,73,190,1
7133,16081.58789,1,42,4,12,4,3,2,70,149,8
7134,44152.16016,1,30,1,13,1,4,1,73,170,2
7135,9857.505859,0,33,5,12,1,3,2,60,110,8
7136,11953.45508,1,42,5,5,1,3,2,71,160,13
7137,84054.75,0,46,1,16,4,1,1,63,160,2
7138,44152.16016,0,36,6,17,1,2,1,68,135,1
7139,38925.33594,1,62,1,8,4,1,3,66,156,8
7140,44152.16016,0,57,1,12,1,3,1,65,160,4
7141,84054.75,0,41,1,17,1,2,1,66,140,2
7142,84054.75,1,34,1,16,1,4,4,66,130,1
7143,84054.75,1,40,1,12,2,1,1,68,150,5
7144,49430.10938,0,41,1,12,1,2,1,67,130,5
7145,84054.75,1,44,1,18,4,2,1,73,225,2
7146,84054.75,1,49,1,12,4,3,1,73,240,3
7147,84054.75,1,32,1,12,4,4,1,74,200,2
7148,33712.96875,0,48,6,16,4,1,1,62,200,2
7149,6711.287598,1,45,4,19,1,4,1,65,185,10
7150,33712.96875,0,43,3,12,4,2,2,68,194,14
7151,16081.58789,0,27,4,14,2,4,2,60,112,1
7152,49430.10938,0,43,1,12,1,2,1,71,135,8
7153,38925.33594,0,26,6,16,4,1,1,64,180,2
7154,84054.75,1,33,4,12,1,4,3,66,215,13
7155,28560.38672,0,57,1,12,1,3,1,66,190,8
7156,84054.75,1,54,1,16,3,4,1,68,170,1
7157,23362.87305,1,31,5,14,1,1,1,71,174,3
7158,10865.42871,1,31,1,12,1,1,2,72,178,7
7159,19237.19531,1,36,6,16,6,4,1,74,205,4
7160,19237.19531,0,38,4,12,1,4,1,70,205,10
7161,33712.96875,1,39,4,9,1,4,1,71,162,10
7162,44152.16016,0,25,1,11,1,4,1,65,110,5
7163,44152.16016,0,39,1,14,1,1,1,65,250,3
7164,23362.87305,1,40,1,16,1,4,4,68,170,5
7165,84054.75,1,33,1,14,1,4,1,69,190,4
7166,33712.96875,1,44,1,16,6,4,1,76,190,2
7167,49430.10938,1,42,1,14,1,3,1,73,214,8
7168,84054.75,1,42,1,12,1,3,1,72,200,10
7169,84054.75,1,52,1,12,1,1,2,68,160,8
7170,19237.19531,0,59,1,11,1,2,1,66,130,13
7171,84054.75,0,33,1,12,5,2,1,62,115,5
7172,28560.38672,0,36,1,12,1,3,1,69,120,8
7173,33712.96875,0,28,1,18,4,3,1,63,140,2
7174,38925.33594,0,39,4,18,4,4,1,70,178,2
7175,49430.10938,1,36,1,12,1,3,2,67,148,15
7176,23362.87305,1,60,1,12,1,1,1,69,175,14
7177,33712.96875,0,50,4,15,1,4,1,68,139,2
7178,84054.75,1,30,6,12,2,3,1,73,225,4
7179,84054.75,1,43,1,13,1,3,1,71,225,4
7180,23362.87305,0,47,6,16,2,3,2,64,185,14
7181,84054.75,1,56,4,12,1,1,3,71,214,11
7182,33712.96875,0,31,1,12,1,2,1,62,115,5
7183,44152.16016,0,30,4,18,6,3,1,65,140,2
7184,84054.75,0,42,1,16,6,1,1,65,125,8
7185,49430.10938,0,39,6,16,6,4,3,67,150,5
7186,23362.87305,0,26,1,14,1,2,1,63,170,8
7187,28560.38672,1,41,1,16,4,1,1,71,165,5
7188,5675.895508,1,44,4,12,6,1,1,72,140,11
7189,84054.75,1,44,1,1,1,1,1,70,156,14
7190,44152.16016,0,30,1,11,1,3,1,68,150,5
7191,49430.10938,0,38,1,12,1,1,1,62,155,5
7192,84054.75,1,30,1,15,1,4,1,73,180,5
7193,84054.75,0,43,1,16,1,2,1,66,150,1
7194,38925.33594,0,45,1,18,2,2,1,64,115,5
7195,28560.38672,0,53,4,17,3,3,1,69,150,2
7196,84054.75,0,54,5,16,1,1,1,62,180,1
7197,28560.38672,1,57,1,12,1,3,2,70,190,7
7198,18168.8418,0,65,3,16,1,4,4,60,117,8
7199,49430.10938,1,58,4,14,2,3,1,71,169,1
7200,23362.87305,1,26,6,13,1,3,3,70,165,8
7201,84054.75,0,43,1,18,1,1,4,62,105,2
7202,19237.19531,1,34,1,12,1,2,1,68,165,12
7203,49430.10938,1,46,1,13,3,3,1,71,206,7
7204,49430.10938,0,49,1,13,4,2,1,64,196,5
7205,23362.87305,1,28,5,12,1,3,1,70,163,2
7206,33712.96875,0,25,6,17,1,4,1,66,130,2
7207,84054.75,0,51,1,18,1,1,1,64,135,2
7208,23362.87305,1,65,1,18,6,4,1,68,190,1
7209,28560.38672,1,50,1,14,6,1,1,72,210,4
7210,19237.19531,0,59,1,12,1,3,2,70,160,13
7211,19237.19531,1,33,1,17,6,3,1,71,180,9
7212,49430.10938,0,29,1,16,1,1,1,64,137,2
7213,84054.75,0,50,1,12,1,1,3,66,170,5
7214,28560.38672,0,38,4,18,4,4,1,66,145,2
7215,84054.75,0,53,1,16,1,2,1,64,185,5
7216,44152.16016,0,55,1,12,4,4,1,63,92,5
7217,33712.96875,0,36,4,12,1,2,1,67,140,5
7218,84054.75,0,38,1,13,1,1,2,63,120,1
7219,44152.16016,1,26,1,18,1,1,1,71,210,4
7220,49430.10938,0,32,1,12,1,1,1,60,110,5
7221,28560.38672,1,34,1,14,1,4,1,72,238,3
7222,17171.26367,1,37,1,12,1,4,3,71,160,5
7223,84054.75,0,50,1,16,6,4,3,61,112,4
7224,7782.854004,1,31,4,11,1,3,1,65,145,11
7225,23362.87305,0,33,6,13,1,3,1,66,119,5
7226,28560.38672,1,36,1,9,1,2,1,61,130,13
7227,84054.75,1,55,6,18,1,2,1,71,260,2
7228,84054.75,1,51,1,14,1,2,1,71,210,4
7229,49430.10938,0,36,1,12,1,3,1,68,135,1
7230,7782.854004,0,60,4,12,1,3,1,64,164,6
7231,84054.75,0,43,1,18,1,2,1,67,150,1
7232,20305.50977,0,52,1,12,1,4,4,63,155,12
7233,4726.391113,1,28,6,12,1,4,1,74,197,8
7234,38925.33594,1,33,1,12,6,2,1,68,180,1
7235,38925.33594,0,25,1,12,3,4,3,65,120,5
7236,23362.87305,1,63,1,12,6,4,1,72,220,15
7237,23362.87305,0,39,1,10,1,3,2,63,170,13
7238,28560.38672,0,54,1,12,1,3,2,62,155,8
7239,28560.38672,1,38,1,18,5,3,2,68,192,1
7240,84054.75,0,41,1,16,1,1,1,68,145,2
7241,84054.75,1,44,1,12,1,4,4,67,160,11
7242,44152.16016,1,32,1,12,1,1,1,67,165,15
7243,15081.97559,0,44,4,12,1,2,1,64,115,4
7244,84054.75,0,50,1,14,1,4,1,64,145,13
7245,38925.33594,0,50,4,13,4,4,2,66,145,2
7246,84054.75,1,59,1,12,1,3,1,64,138,14
7247,33712.96875,0,41,1,10,1,3,1,65,215,12
7248,18168.8418,1,52,1,12,4,3,1,69,180,8
7249,84054.75,0,29,1,12,1,2,1,66,135,5
7250,84054.75,0,39,1,18,4,1,2,66,130,2
7251,19237.19531,0,39,1,14,6,3,2,63,180,4
7252,28560.38672,1,31,1,18,6,3,1,71,190,1
7253,11953.45508,0,43,4,12,1,3,1,62,130,5
7254,49430.10938,1,49,6,17,4,4,1,71,170,2
7255,49430.10938,1,31,1,12,2,3,1,73,210,10
7256,23362.87305,0,39,1,12,5,1,1,63,145,8
7257,84054.75,0,62,4,16,6,3,1,64,160,4
7258,19237.19531,1,35,5,13,4,2,1,71,225,1
7259,23362.87305,0,64,3,12,1,4,4,60,97,8
7260,23362.87305,0,27,1,12,1,3,1,72,140,4
7261,38925.33594,0,36,1,9,1,1,1,67,220,8
7262,11953.45508,1,39,5,12,1,3,2,68,200,8
7263,15081.97559,1,48,4,10,1,4,1,73,175,8
7264,84054.75,1,41,1,14,1,1,1,65,175,2
7265,84054.75,0,63,1,12,1,2,1,66,150,8
7266,28560.38672,0,32,1,12,1,1,1,60,125,8
7267,33712.96875,1,53,1,12,1,4,1,69,175,8
7268,28560.38672,1,36,4,13,6,4,2,63,135,5
7269,38925.33594,1,38,1,11,1,1,2,72,185,13
7270,17171.26367,0,46,4,12,6,1,1,66,129,6
7271,23362.87305,0,63,3,12,1,3,2,70,188,8
7272,84054.75,1,34,1,18,1,2,1,72,190,2
7273,49430.10938,0,42,1,18,1,1,1,67,150,3
7274,23362.87305,0,25,4,12,1,4,3,62,160,5
7275,23362.87305,0,44,4,13,4,1,2,65,190,5
7276,84054.75,0,45,1,13,4,3,4,64,174,5
7277,23362.87305,0,45,1,13,1,1,1,69,150,5
7278,84054.75,0,47,4,16,3,2,2,62,147,2
7279,84054.75,1,56,1,12,3,3,1,69,160,7
7280,84054.75,1,32,1,15,1,2,1,72,180,10
7281,84054.75,0,56,1,12,1,4,1,65,145,5
7282,84054.75,1,56,1,17,6,1,1,65,204,1
7283,84054.75,0,44,1,14,1,1,1,66,140,1
7284,49430.10938,0,45,1,12,6,4,2,69,180,4
7285,84054.75,1,45,1,14,1,4,1,67,154,2
7286,49430.10938,1,42,1,13,6,1,4,67,143,4
7287,28560.38672,0,41,1,12,6,2,1,63,220,8
7288,49430.10938,1,48,1,15,1,4,1,71,170,12
7289,84054.75,1,35,1,14,4,3,1,76,230,7
7290,44152.16016,0,43,1,12,1,2,1,66,155,5
7291,6711.287598,0,49,4,12,1,4,1,64,120,8
7292,84054.75,0,48,1,12,2,1,1,64,140,8
7293,33712.96875,1,30,6,17,1,4,1,74,172,11
7294,84054.75,1,45,1,12,1,2,1,73,200,13
7295,84054.75,0,35,6,18,1,1,1,63,110,2
7296,84054.75,1,41,1,18,1,1,1,67,170,1
7297,84054.75,1,27,6,12,1,2,1,67,210,9
7298,33712.96875,1,27,1,14,1,3,1,69,150,4
7299,38925.33594,1,28,1,14,1,3,1,74,170,10
7300,33712.96875,1,28,6,16,1,4,1,75,195,10
7301,84054.75,1,28,1,16,1,4,1,73,190,2
7302,84054.75,1,38,1,12,1,1,1,69,170,5
7303,84054.75,0,52,1,16,1,4,1,64,185,1
7304,6711.287598,0,57,3,12,1,3,1,66,120,4
7305,84054.75,1,46,1,17,3,4,1,68,180,1
7306,84054.75,0,28,1,16,3,1,1,66,145,2
7307,38925.33594,0,27,1,12,1,1,1,66,128,15
7308,84054.75,1,50,1,12,1,3,1,73,210,10
7309,84054.75,0,44,1,13,1,2,1,66,140,1
7310,84054.75,1,44,1,17,2,3,1,73,160,2
7311,23362.87305,1,27,4,13,1,3,1,66,170,11
7312,49430.10938,0,49,1,12,1,1,1,69,137,3
7313,84054.75,0,38,1,12,1,2,1,62,110,5
7314,84054.75,0,52,1,18,5,2,2,63,190,1
7315,15081.97559,1,33,4,12,6,3,1,69,160,12
7316,28560.38672,0,41,1,14,1,4,1,65,114,1
7317,38925.33594,0,44,4,12,3,3,1,68,175,3
7318,84054.75,0,62,1,14,1,1,1,60,135,1
7319,18168.8418,1,41,6,12,1,4,3,69,200,15
7320,49430.10938,1,47,4,16,2,1,2,72,192,1
7321,84054.75,0,40,1,18,4,3,1,65,118,2
7322,7782.854004,0,63,3,9,1,2,1,67,127,6
7323,28560.38672,1,32,6,15,1,4,1,71,155,15
7324,84054.75,0,63,1,16,6,2,1,62,175,9
7325,38925.33594,1,35,1,12,1,2,1,72,195,4
7326,84054.75,1,37,6,13,1,4,1,75,215,11
7327,28560.38672,1,40,4,14,1,2,1,72,170,3
7328,84054.75,1,54,1,14,1,3,3,72,235,14
7329,20305.50977,0,42,4,13,1,2,1,63,165,5
7330,84054.75,1,35,1,12,3,4,3,66,165,7
7331,17171.26367,1,31,1,12,1,4,3,67,160,3
7332,23362.87305,0,61,1,10,4,3,1,62,128,8
7333,33712.96875,0,36,1,12,1,2,1,63,135,8
